,Game,Platform,Year_of_Release,Genre,Publisher,Critic_Score,User_Score,Developer,ESRB Rating,Composer,Composer Birthday,Composer Rank,Composer Rating,VGMDB Soundtrack Rating,VGMDB Soundtrack Popularity,mp3 Downloads Rank
538,Sonic The Hedgehog,PS3,,Platform,,43.0,4.1,Sonic Team,E10+,Tomoya Ohtani,1974-07-01,5079.0,4.18,4.5,0.1853,123.0
539,Sonic The Hedgehog,PS3,,Platform,,43.0,4.1,Sonic Team,E10+,Tomoya Ohtani,1974-07-01,5079.0,4.18,4.5,0.1853,459.0
540,Sonic The Hedgehog,PS3,,Platform,,43.0,4.1,Sonic Team,E10+,Tomoya Ohtani,1974-07-01,5079.0,4.18,4.5,0.1853,905.0
541,Sonic The Hedgehog,PS3,,Platform,,43.0,4.1,Sonic Team,E10+,Tomoya Ohtani,1974-07-01,5079.0,4.18,4.7,0.3403,61.0
542,Sonic The Hedgehog,PS3,,Platform,,43.0,4.1,Sonic Team,E10+,Tomoya Ohtani,1974-07-01,5079.0,4.18,4.7,0.3403,123.0
543,Sonic The Hedgehog,PS3,,Platform,,43.0,4.1,Sonic Team,E10+,Tomoya Ohtani,1974-07-01,5079.0,4.18,4.7,0.3403,459.0
544,Sonic The Hedgehog,PS3,,Platform,,43.0,4.1,Sonic Team,E10+,Tomoya Ohtani,1974-07-01,5079.0,4.18,4.7,0.3403,905.0
545,Kingdom Hearts Ii,PS2,2005,Role-Playing,Square Enix,87.0,9,Square Enix,E10+,Hiroshi Fujioka,1946-02-19,8613.0,3.92,3.94,0.23,33.0
546,Kingdom Hearts Ii,PS2,2005,Role-Playing,Square Enix,87.0,9,Square Enix,E10+,Hiroshi Fujioka,1946-02-19,8613.0,3.92,3.94,0.23,315.0
547,Kingdom Hearts Ii,PS2,2005,Role-Playing,Square Enix,87.0,9,Square Enix,E10+,Yoko Shimomura,1967-10-19,6964.0,4.06,3.94,0.23,33.0
548,Kingdom Hearts Ii,PS2,2005,Role-Playing,Square Enix,87.0,9,Square Enix,E10+,Yoko Shimomura,1967-10-19,6964.0,4.06,3.94,0.23,315.0
549,Kingdom Hearts Ii,PS3,2014,Role-Playing,Square Enix,,,,,Hiroshi Fujioka,1946-02-19,8613.0,3.92,3.94,0.23,33.0
550,Kingdom Hearts Ii,PS3,2014,Role-Playing,Square Enix,,,,,Hiroshi Fujioka,1946-02-19,8613.0,3.92,3.94,0.23,315.0
551,Kingdom Hearts Ii,PS3,2014,Role-Playing,Square Enix,,,,,Yoko Shimomura,1967-10-19,6964.0,4.06,3.94,0.23,33.0
552,Kingdom Hearts Ii,PS3,2014,Role-Playing,Square Enix,,,,,Yoko Shimomura,1967-10-19,6964.0,4.06,3.94,0.23,315.0
553,Metal Gear Solid 3: Snake Eater,PS2,2004,Action,Konami Digital Entertainment,91.0,9.3,KCEJ,M,Norihiko Hibino,1973-09-03,7388.0,4.03,4.17,0.2521,
554,Assassin's Creed: Revelations,PS3,2011,Action,Ubisoft,80.0,7.5,Ubisoft Montreal,M,Jesper Kyd,1972-02-03,8115.0,3.97,,,199.0
555,Assassin's Creed: Revelations,X360,2011,Action,Ubisoft,80.0,7.2,Ubisoft Montreal,M,Jesper Kyd,1972-02-03,8115.0,3.97,,,199.0
556,Assassin's Creed: Revelations,PC,2011,Action,Ubisoft,80.0,7.4,Ubisoft Montreal,M,Jesper Kyd,1972-02-03,8115.0,3.97,,,199.0
557,Teenage Mutant Ninja Turtles,NES,1989,Action,Palcom,,,,,Allister Brimble,1970-11-29,5930.0,4.13,,,700.0
558,Teenage Mutant Ninja Turtles,NES,1989,Action,Palcom,,,,,Allister Brimble,1970-11-29,5930.0,4.13,,,892.0
559,Teenage Mutant Ninja Turtles,NES,1989,Action,Palcom,,,,,Brian L. Schmidt,1962-09-11,,,,,700.0
560,Teenage Mutant Ninja Turtles,NES,1989,Action,Palcom,,,,,Brian L. Schmidt,1962-09-11,,,,,892.0
561,Teenage Mutant Ninja Turtles,NES,1989,Action,Palcom,,,,,Miki Higashino,1968-01-01,4368.0,4.22,,,700.0
562,Teenage Mutant Ninja Turtles,NES,1989,Action,Palcom,,,,,Miki Higashino,1968-01-01,4368.0,4.22,,,892.0
563,Teenage Mutant Ninja Turtles,GBA,2003,Action,Unknown,71.0,8.8,Konami,E,Allister Brimble,1970-11-29,5930.0,4.13,,,700.0
564,Teenage Mutant Ninja Turtles,GBA,2003,Action,Unknown,71.0,8.8,Konami,E,Allister Brimble,1970-11-29,5930.0,4.13,,,892.0
565,Teenage Mutant Ninja Turtles,GBA,2003,Action,Unknown,71.0,8.8,Konami,E,Brian L. Schmidt,1962-09-11,,,,,700.0
566,Teenage Mutant Ninja Turtles,GBA,2003,Action,Unknown,71.0,8.8,Konami,E,Brian L. Schmidt,1962-09-11,,,,,892.0
567,Teenage Mutant Ninja Turtles,GBA,2003,Action,Unknown,71.0,8.8,Konami,E,Miki Higashino,1968-01-01,4368.0,4.22,,,700.0
568,Teenage Mutant Ninja Turtles,GBA,2003,Action,Unknown,71.0,8.8,Konami,E,Miki Higashino,1968-01-01,4368.0,4.22,,,892.0
569,Teenage Mutant Ninja Turtles,PS2,2003,Action,Konami Digital Entertainment,59.0,8.7,KCE Studios,E,Allister Brimble,1970-11-29,5930.0,4.13,,,700.0
570,Teenage Mutant Ninja Turtles,PS2,2003,Action,Konami Digital Entertainment,59.0,8.7,KCE Studios,E,Allister Brimble,1970-11-29,5930.0,4.13,,,892.0
571,Teenage Mutant Ninja Turtles,PS2,2003,Action,Konami Digital Entertainment,59.0,8.7,KCE Studios,E,Brian L. Schmidt,1962-09-11,,,,,700.0
572,Teenage Mutant Ninja Turtles,PS2,2003,Action,Konami Digital Entertainment,59.0,8.7,KCE Studios,E,Brian L. Schmidt,1962-09-11,,,,,892.0
573,Teenage Mutant Ninja Turtles,PS2,2003,Action,Konami Digital Entertainment,59.0,8.7,KCE Studios,E,Miki Higashino,1968-01-01,4368.0,4.22,,,700.0
574,Teenage Mutant Ninja Turtles,PS2,2003,Action,Konami Digital Entertainment,59.0,8.7,KCE Studios,E,Miki Higashino,1968-01-01,4368.0,4.22,,,892.0
575,Teenage Mutant Ninja Turtles,GC,2003,Action,Konami Digital Entertainment,57.0,8,Konami,E,Allister Brimble,1970-11-29,5930.0,4.13,,,700.0
576,Teenage Mutant Ninja Turtles,GC,2003,Action,Konami Digital Entertainment,57.0,8,Konami,E,Allister Brimble,1970-11-29,5930.0,4.13,,,892.0
577,Teenage Mutant Ninja Turtles,GC,2003,Action,Konami Digital Entertainment,57.0,8,Konami,E,Brian L. Schmidt,1962-09-11,,,,,700.0
578,Teenage Mutant Ninja Turtles,GC,2003,Action,Konami Digital Entertainment,57.0,8,Konami,E,Brian L. Schmidt,1962-09-11,,,,,892.0
579,Teenage Mutant Ninja Turtles,GC,2003,Action,Konami Digital Entertainment,57.0,8,Konami,E,Miki Higashino,1968-01-01,4368.0,4.22,,,700.0
580,Teenage Mutant Ninja Turtles,GC,2003,Action,Konami Digital Entertainment,57.0,8,Konami,E,Miki Higashino,1968-01-01,4368.0,4.22,,,892.0
581,Teenage Mutant Ninja Turtles,XB,2003,Action,Konami Digital Entertainment,56.0,8.4,Konami,E,Allister Brimble,1970-11-29,5930.0,4.13,,,700.0
582,Teenage Mutant Ninja Turtles,XB,2003,Action,Konami Digital Entertainment,56.0,8.4,Konami,E,Allister Brimble,1970-11-29,5930.0,4.13,,,892.0
583,Teenage Mutant Ninja Turtles,XB,2003,Action,Konami Digital Entertainment,56.0,8.4,Konami,E,Brian L. Schmidt,1962-09-11,,,,,700.0
584,Teenage Mutant Ninja Turtles,XB,2003,Action,Konami Digital Entertainment,56.0,8.4,Konami,E,Brian L. Schmidt,1962-09-11,,,,,892.0
585,Teenage Mutant Ninja Turtles,XB,2003,Action,Konami Digital Entertainment,56.0,8.4,Konami,E,Miki Higashino,1968-01-01,4368.0,4.22,,,700.0
586,Teenage Mutant Ninja Turtles,XB,2003,Action,Konami Digital Entertainment,56.0,8.4,Konami,E,Miki Higashino,1968-01-01,4368.0,4.22,,,892.0
587,Half-life,PC,1997,Shooter,Vivendi Games,96.0,9.1,Valve Software,M,Mike Morasky,,6278.0,4.11,,,268.0
588,Half-life,PS2,2001,Shooter,Vivendi Games,87.0,8.6,Gearbox Software,M,Mike Morasky,,6278.0,4.11,,,268.0
589,Watch Dogs,PS4,2014,Action,Ubisoft,80.0,6.3,Ubisoft Montreal,M,Lorne Balfe,1976-02-23,7553.0,4.02,,,859.0
590,Watch Dogs,PS4,2014,Action,Ubisoft,80.0,6.3,Ubisoft Montreal,M,Peter Connelly,1972-09-08,,,,,859.0
591,Watch Dogs,PS4,2014,Action,Ubisoft,80.0,6.3,Ubisoft Montreal,M,Winifred Phillips,,9787.0,3.68,,,859.0
592,Watch Dogs,PS3,2014,Action,Ubisoft,,5.1,Ubisoft Montreal,M,Lorne Balfe,1976-02-23,7553.0,4.02,,,859.0
593,Watch Dogs,PS3,2014,Action,Ubisoft,,5.1,Ubisoft Montreal,M,Peter Connelly,1972-09-08,,,,,859.0
594,Watch Dogs,PS3,2014,Action,Ubisoft,,5.1,Ubisoft Montreal,M,Winifred Phillips,,9787.0,3.68,,,859.0
595,Watch Dogs,XOne,2014,Action,Ubisoft,78.0,5.8,Ubisoft Montreal,M,Lorne Balfe,1976-02-23,7553.0,4.02,,,859.0
596,Watch Dogs,XOne,2014,Action,Ubisoft,78.0,5.8,Ubisoft Montreal,M,Peter Connelly,1972-09-08,,,,,859.0
597,Watch Dogs,XOne,2014,Action,Ubisoft,78.0,5.8,Ubisoft Montreal,M,Winifred Phillips,,9787.0,3.68,,,859.0
598,Watch Dogs,X360,2014,Action,Ubisoft,,5,Ubisoft Montreal,M,Lorne Balfe,1976-02-23,7553.0,4.02,,,859.0
599,Watch Dogs,X360,2014,Action,Ubisoft,,5,Ubisoft Montreal,M,Peter Connelly,1972-09-08,,,,,859.0
600,Watch Dogs,X360,2014,Action,Ubisoft,,5,Ubisoft Montreal,M,Winifred Phillips,,9787.0,3.68,,,859.0
601,Watch Dogs,PC,2014,Action,Ubisoft,77.0,4.7,Ubisoft Montreal,M,Lorne Balfe,1976-02-23,7553.0,4.02,,,859.0
602,Watch Dogs,PC,2014,Action,Ubisoft,77.0,4.7,Ubisoft Montreal,M,Peter Connelly,1972-09-08,,,,,859.0
603,Watch Dogs,PC,2014,Action,Ubisoft,77.0,4.7,Ubisoft Montreal,M,Winifred Phillips,,9787.0,3.68,,,859.0
604,Watch Dogs,WiiU,2014,Action,Ubisoft,62.0,6.4,Ubisoft Romania,M,Lorne Balfe,1976-02-23,7553.0,4.02,,,859.0
605,Watch Dogs,WiiU,2014,Action,Ubisoft,62.0,6.4,Ubisoft Romania,M,Peter Connelly,1972-09-08,,,,,859.0
606,Watch Dogs,WiiU,2014,Action,Ubisoft,62.0,6.4,Ubisoft Romania,M,Winifred Phillips,,9787.0,3.68,,,859.0
607,Tekken Tag Tournament,PS2,2000,Fighting,Namco Bandai Games,85.0,8.5,Namco,T,Yuu Miyake,1973-11-19,7946.0,3.99,4.28,0.1391,
608,Tekken Tag Tournament,PS2,2000,Fighting,Namco Bandai Games,85.0,8.5,Namco,T,Yuu Miyake,1973-11-19,7946.0,3.99,4.22,0.1613,
609,Left 4 Dead 2,X360,2009,Shooter,Electronic Arts,89.0,8.6,Valve Software,M,Mike Morasky,,6278.0,4.11,,,777.0
610,Left 4 Dead 2,PC,2009,Shooter,Valve Software,89.0,8.5,Valve Software,M,Mike Morasky,,6278.0,4.11,,,777.0
611,Professor Layton And The Diabolical Box,DS,2007,Puzzle,Nintendo,84.0,8.8,Level 5,E10+,Tomohito Nishiura,1973-02-13,6999.0,4.06,3.81,0.0889,
612,Tekken 5,PS2,2005,Fighting,Namco Bandai Games,88.0,8.6,Namco,T,Go Shiina,1974-05-16,5252.0,4.17,4.12,0.167,157.0
613,Banjo-kazooie,N64,1998,Platform,Nintendo,,,,,Michiko Naruke,,6668.0,4.08,4.15,0.0695,355.0
614,Banjo-kazooie,N64,1998,Platform,Nintendo,,,,,Michiko Naruke,,6668.0,4.08,4.32,0.0872,355.0
615,Banjo-kazooie,X360,2008,Platform,Microsoft Game Studios,77.0,8.2,4J Studios,E,Michiko Naruke,,6668.0,4.08,4.15,0.0695,355.0
616,Banjo-kazooie,X360,2008,Platform,Microsoft Game Studios,77.0,8.2,4J Studios,E,Michiko Naruke,,6668.0,4.08,4.32,0.0872,355.0
617,Star Wars: Battlefront,PS2,2004,Shooter,LucasArts,82.0,8.7,Pandemic Studios,T,Peter McConnell,,8336.0,3.95,,,915.0
618,Star Wars: Battlefront,XB,2004,Shooter,Activision,80.0,9.1,Pandemic Studios,T,Peter McConnell,,8336.0,3.95,,,915.0
619,Star Wars: Battlefront,PC,2004,Shooter,LucasArts,72.0,3.5,EA DICE,T,Peter McConnell,,8336.0,3.95,,,915.0
620,Luigi's Mansion,GC,2001,Action,Nintendo,78.0,8.5,Nintendo,E,Kazumi Totaka,1967-08-23,6777.0,4.07,,,164.0
621,Luigi's Mansion,GC,2001,Action,Nintendo,78.0,8.5,Nintendo,E,Kazumi Totaka,1967-08-23,6777.0,4.07,,,461.0
622,Assassin's Creed: Brotherhood,X360,2010,Action,Ubisoft,89.0,8.3,Ubisoft Montreal,M,Jesper Kyd,1972-02-03,8115.0,3.97,,,158.0
623,Assassin's Creed: Brotherhood,X360,2010,Action,Ubisoft,89.0,8.3,Ubisoft Montreal,M,Jesper Kyd,1972-02-03,8115.0,3.97,,,863.0
624,Assassin's Creed: Brotherhood,PS3,2010,Action,Ubisoft,90.0,8.2,Ubisoft Montreal,M,Jesper Kyd,1972-02-03,8115.0,3.97,,,158.0
625,Assassin's Creed: Brotherhood,PS3,2010,Action,Ubisoft,90.0,8.2,Ubisoft Montreal,M,Jesper Kyd,1972-02-03,8115.0,3.97,,,863.0
626,Assassin's Creed: Brotherhood,PC,2011,Action,Ubisoft,88.0,8.2,Ubisoft Montreal,M,Jesper Kyd,1972-02-03,8115.0,3.97,,,158.0
627,Assassin's Creed: Brotherhood,PC,2011,Action,Ubisoft,88.0,8.2,Ubisoft Montreal,M,Jesper Kyd,1972-02-03,8115.0,3.97,,,863.0
628,Borderlands,X360,2009,Shooter,Take-Two Interactive,84.0,8.2,Gearbox Software,M,Jesper Kyd,1972-02-03,8115.0,3.97,3.92,0.077,
629,Borderlands,PS3,2009,Shooter,Take-Two Interactive,83.0,7.9,Gearbox Software,M,Jesper Kyd,1972-02-03,8115.0,3.97,3.92,0.077,
630,Borderlands,PC,2009,Shooter,Take-Two Interactive,81.0,7.8,Gearbox Software,M,Jesper Kyd,1972-02-03,8115.0,3.97,3.92,0.077,
631,Tekken 4,PS2,2002,Fighting,Namco Bandai Games,79.0,8.3,Namco,T,Yuu Miyake,1973-11-19,7946.0,3.99,3.75,0.1183,191.0
632,Final Fantasy Iii,SNES,1994,Role-Playing,SquareSoft,,,,,Tsuyoshi Sekito,1963-04-03,7348.0,4.04,3.76,0.2329,
633,Final Fantasy Iii,SNES,1994,Role-Playing,SquareSoft,,,,,Tsuyoshi Sekito,1963-04-03,7348.0,4.04,4.04,0.283,
634,Final Fantasy Iii,DS,2006,Role-Playing,Square Enix,77.0,7.1,Matrix Software,E10+,Tsuyoshi Sekito,1963-04-03,7348.0,4.04,3.76,0.2329,
635,Final Fantasy Iii,DS,2006,Role-Playing,Square Enix,77.0,7.1,Matrix Software,E10+,Tsuyoshi Sekito,1963-04-03,7348.0,4.04,4.04,0.283,
636,Final Fantasy Iii,NES,1990,Role-Playing,SquareSoft,,,,,Tsuyoshi Sekito,1963-04-03,7348.0,4.04,3.76,0.2329,
637,Final Fantasy Iii,NES,1990,Role-Playing,SquareSoft,,,,,Tsuyoshi Sekito,1963-04-03,7348.0,4.04,4.04,0.283,
638,Final Fantasy Iii,PSP,2012,Role-Playing,Square Enix,,8.9,Matrix Software,T,Tsuyoshi Sekito,1963-04-03,7348.0,4.04,3.76,0.2329,
639,Final Fantasy Iii,PSP,2012,Role-Playing,Square Enix,,8.9,Matrix Software,T,Tsuyoshi Sekito,1963-04-03,7348.0,4.04,4.04,0.283,
640,Ratchet & Clank,PS2,2002,Platform,Sony Computer Entertainment,,,,,David Bergeaud,,,,,,732.0
641,Max Payne,PS2,2001,Shooter,Take-Two Interactive,80.0,8.5,Rockstar Toronto,M,Peter Hajba,1974-12-15,,,,,988.0
642,Max Payne,XB,2001,Shooter,Take-Two Interactive,89.0,8.3,neo Software,M,Peter Hajba,1974-12-15,,,,,988.0
643,Max Payne,GBA,2003,Shooter,Take-Two Interactive,78.0,7.8,Mobius Entertainment,M,Peter Hajba,1974-12-15,,,,,988.0
644,Max Payne,PC,2001,Shooter,Take-Two Interactive,89.0,9.1,Remedy Entertainment,M,Peter Hajba,1974-12-15,,,,,988.0
645,Professor Layton And The Unwound Future,DS,2008,Puzzle,Nintendo,86.0,9.2,Level 5,E10+,Tomohito Nishiura,1973-02-13,6999.0,4.06,4.36,0.1442,
646,Tekken,PS,1995,Fighting,Sony Computer Entertainment,,,,,Nobuyoshi Sano,1969-01-19,8811.0,3.89,,,743.0
647,Tekken,PS,1995,Fighting,Sony Computer Entertainment,,,,,Shinji Hosoe,1967-02-28,8140.0,3.97,,,743.0
648,Tekken,PS,1995,Fighting,Sony Computer Entertainment,,,,,Yuu Miyake,1973-11-19,7946.0,3.99,,,743.0
649,Killer Instinct,SNES,1995,Fighting,Nintendo,,,,,Mark Morgan,1961-10-22,7784.0,4,,,685.0
650,Killer Instinct,SNES,1995,Fighting,Nintendo,,,,,Mark Morgan,1961-10-22,7784.0,4,,,754.0
651,Killer Instinct,SNES,1995,Fighting,Nintendo,,,,,Mark Morgan,1961-10-22,7784.0,4,,,867.0
652,Animal Crossing,GC,2001,Simulation,Nintendo,87.0,8.9,Nintendo,E,Kazumi Totaka,1967-08-23,6777.0,4.07,,,228.0
653,Spider-man,PS,2000,Action,Activision,87.0,9,Neversoft Entertainment,E,Dan Forden,1963-09-28,5061.0,4.18,,,771.0
654,Spider-man,2600,1981,Action,Parker Bros.,,,,,Dan Forden,1963-09-28,5061.0,4.18,,,771.0
655,Spider-man,N64,2000,Action,Activision,,,,,Dan Forden,1963-09-28,5061.0,4.18,,,771.0
656,Donkey Kong,GB,1994,Platform,Nintendo,,,,,Hirokazu Tanaka,1957-12-13,6489.0,4.09,,,387.0
657,Donkey Kong,GB,1994,Platform,Nintendo,,,,,Koji Kondo,1961-08-13,7399.0,4.03,,,387.0
658,Donkey Kong,GB,1994,Platform,Nintendo,,,,,Mahito Yokota,,4161.0,4.23,,,387.0
659,Donkey Kong,2600,1981,Platform,Coleco,,,,,Hirokazu Tanaka,1957-12-13,6489.0,4.09,,,387.0
660,Donkey Kong,2600,1981,Platform,Coleco,,,,,Koji Kondo,1961-08-13,7399.0,4.03,,,387.0
661,Donkey Kong,2600,1981,Platform,Coleco,,,,,Mahito Yokota,,4161.0,4.23,,,387.0
662,Donkey Kong,NES,1983,Platform,Nintendo,,,,,Hirokazu Tanaka,1957-12-13,6489.0,4.09,,,387.0
663,Donkey Kong,NES,1983,Platform,Nintendo,,,,,Koji Kondo,1961-08-13,7399.0,4.03,,,387.0
664,Donkey Kong,NES,1983,Platform,Nintendo,,,,,Mahito Yokota,,4161.0,4.23,,,387.0
665,The Sims 4,PC,2014,Simulation,Electronic Arts,70.0,3.9,Maxis,T,Jerry Martin,,5928.0,4.13,,,916.0
666,Heavy Rain,PS3,2010,Adventure,Sony Computer Entertainment,87.0,7.7,Quantic Dream,M,Normand Corbeil,1956-04-06,9669.0,3.72,3.6,0.1217,
667,Devil May Cry,PS2,2001,Action,Capcom,94.0,8.5,Capcom,M,Akari Kaida,1974-01-10,7252.0,4.04,4.5,0.1184,
668,Devil May Cry,PS2,2001,Action,Capcom,94.0,8.5,Capcom,M,Akari Kaida,1974-01-10,7252.0,4.04,4.24,0.1585,
669,Devil May Cry,PS2,2001,Action,Capcom,94.0,8.5,Capcom,M,Alph Lyla,,,,4.5,0.1184,
670,Devil May Cry,PS2,2001,Action,Capcom,94.0,8.5,Capcom,M,Alph Lyla,,,,4.24,0.1585,
671,Hitman 2: Silent Assassin,PS2,2002,Action,Eidos Interactive,85.0,7.8,Io Interactive,M,Jesper Kyd,1972-02-03,8115.0,3.97,,,566.0
672,Hitman 2: Silent Assassin,XB,,Action,Eidos Interactive,84.0,8,Io Interactive,M,Jesper Kyd,1972-02-03,8115.0,3.97,,,566.0
673,Hitman 2: Silent Assassin,GC,2003,Action,Eidos Interactive,83.0,5.5,Io Interactive,M,Jesper Kyd,1972-02-03,8115.0,3.97,,,566.0
674,Wave Race 64,N64,1996,Racing,Nintendo,,,,,Kazumi Totaka,1967-08-23,6777.0,4.07,3.96,0.0779,
675,The Elder Scrolls Iii: Morrowind,XB,2002,Role-Playing,Ubisoft,87.0,8.7,Bethesda Softworks,T,Jeremy Soule,1975-12-19,9023.0,3.86,3.83,0.0967,
676,The Elder Scrolls Iii: Morrowind,XB,2002,Role-Playing,Ubisoft,87.0,8.7,Bethesda Softworks,T,Jeremy Soule,1975-12-19,9023.0,3.86,4.2,0.1138,
677,Command & Conquer: Red Alert,PC,1996,Strategy,Virgin Interactive,,,,,Frank Klepacki,,7213.0,4.04,4.36,0.0741,
678,Command & Conquer: Red Alert,PS,1997,Strategy,Virgin Interactive,,,,,Frank Klepacki,,7213.0,4.04,4.36,0.0741,
679,Yoshi's Story,N64,1997,Platform,Nintendo,,,,,Kazumi Totaka,1967-08-23,6777.0,4.07,3.0,0.0645,670.0
680,Mortal Kombat,PS3,2011,Fighting,Warner Bros. Interactive Entertainment,84.0,8.4,NetherRealm Studios,M,Allister Brimble,1970-11-29,5930.0,4.13,,,513.0
681,Mortal Kombat,PS3,2011,Fighting,Warner Bros. Interactive Entertainment,84.0,8.4,NetherRealm Studios,M,Allister Brimble,1970-11-29,5930.0,4.13,,,547.0
682,Mortal Kombat,GEN,1992,Fighting,Arena Entertainment,,,,,Allister Brimble,1970-11-29,5930.0,4.13,,,513.0
683,Mortal Kombat,GEN,1992,Fighting,Arena Entertainment,,,,,Allister Brimble,1970-11-29,5930.0,4.13,,,547.0
684,Mortal Kombat,X360,2011,Fighting,Warner Bros. Interactive Entertainment,86.0,8.3,NetherRealm Studios,M,Allister Brimble,1970-11-29,5930.0,4.13,,,513.0
685,Mortal Kombat,X360,2011,Fighting,Warner Bros. Interactive Entertainment,86.0,8.3,NetherRealm Studios,M,Allister Brimble,1970-11-29,5930.0,4.13,,,547.0
686,Mortal Kombat,PSV,2012,Fighting,Warner Bros. Interactive Entertainment,85.0,7.8,NetherRealm Studios,M,Allister Brimble,1970-11-29,5930.0,4.13,,,513.0
687,Mortal Kombat,PSV,2012,Fighting,Warner Bros. Interactive Entertainment,85.0,7.8,NetherRealm Studios,M,Allister Brimble,1970-11-29,5930.0,4.13,,,547.0
688,Mortal Kombat,PC,1994,Fighting,Acclaim Entertainment,,,,,Allister Brimble,1970-11-29,5930.0,4.13,,,513.0
689,Mortal Kombat,PC,1994,Fighting,Acclaim Entertainment,,,,,Allister Brimble,1970-11-29,5930.0,4.13,,,547.0
690,Bioshock,X360,2007,Shooter,Take-Two Interactive,96.0,8.9,Irrational Games, 2K Marin,Garry Schyman,,10110.0,3.55,3.86,0.0797,667.0
691,Bioshock,X360,2007,Shooter,Take-Two Interactive,96.0,8.9,Irrational Games, 2K Marin,Garry Schyman,,10110.0,3.55,3.86,0.0797,725.0
692,Bioshock,X360,2007,Shooter,Take-Two Interactive,96.0,8.9,Irrational Games, 2K Marin,Garry Schyman,,10110.0,3.55,4.0,0.0888,667.0
693,Bioshock,X360,2007,Shooter,Take-Two Interactive,96.0,8.9,Irrational Games, 2K Marin,Garry Schyman,,10110.0,3.55,4.0,0.0888,725.0
694,Bioshock,PS3,2008,Shooter,Take-Two Interactive,94.0,8.7,Digital Extremes, 2K Marin,Garry Schyman,,10110.0,3.55,3.86,0.0797,667.0
695,Bioshock,PS3,2008,Shooter,Take-Two Interactive,94.0,8.7,Digital Extremes, 2K Marin,Garry Schyman,,10110.0,3.55,3.86,0.0797,725.0
696,Bioshock,PS3,2008,Shooter,Take-Two Interactive,94.0,8.7,Digital Extremes, 2K Marin,Garry Schyman,,10110.0,3.55,4.0,0.0888,667.0
697,Bioshock,PS3,2008,Shooter,Take-Two Interactive,94.0,8.7,Digital Extremes, 2K Marin,Garry Schyman,,10110.0,3.55,4.0,0.0888,725.0
698,Bioshock,PC,2007,Shooter,Take-Two Interactive,96.0,8.5,Irrational Games, 2K Marin,Garry Schyman,,10110.0,3.55,3.86,0.0797,667.0
699,Bioshock,PC,2007,Shooter,Take-Two Interactive,96.0,8.5,Irrational Games, 2K Marin,Garry Schyman,,10110.0,3.55,3.86,0.0797,725.0
700,Bioshock,PC,2007,Shooter,Take-Two Interactive,96.0,8.5,Irrational Games, 2K Marin,Garry Schyman,,10110.0,3.55,4.0,0.0888,667.0
701,Bioshock,PC,2007,Shooter,Take-Two Interactive,96.0,8.5,Irrational Games, 2K Marin,Garry Schyman,,10110.0,3.55,4.0,0.0888,725.0
702,The Sims,PS2,2003,Simulation,Electronic Arts,83.0,7.7,Edge of Reality,T,Jerry Martin,,5928.0,4.13,,,290.0
703,The Sims,GC,2003,Simulation,Electronic Arts,85.0,7.7,Edge of Reality,T,Jerry Martin,,5928.0,4.13,,,290.0
704,The Sims,XB,2003,Simulation,Electronic Arts,84.0,6.9,Edge of Reality,T,Jerry Martin,,5928.0,4.13,,,290.0
705,The Sims,PC,2000,Simulation,Electronic Arts,92.0,7.9,Maxis,T,Jerry Martin,,5928.0,4.13,,,290.0
706,Mario Paint,SNES,1992,Misc,Nintendo,,,,,Hirokazu Tanaka,1957-12-13,6489.0,4.09,,,792.0
707,Mario Paint,SNES,1992,Misc,Nintendo,,,,,Kazumi Totaka,1967-08-23,6777.0,4.07,,,792.0
708,Mario Paint,SNES,1992,Misc,Nintendo,,,,,Koji Kondo,1961-08-13,7399.0,4.03,,,792.0
709,Mario Paint,SNES,1992,Misc,Nintendo,,,,,Mahito Yokota,,4161.0,4.23,,,792.0
710,Tekken 6,PS3,2009,Fighting,Namco Bandai Games,79.0,7.4,Namco Bandai Games,T,Go Shiina,1974-05-16,5252.0,4.17,3.79,0.14,351.0
711,Tekken 6,PS3,2009,Fighting,Namco Bandai Games,79.0,7.4,Namco Bandai Games,T,Hitoshi Sakimoto,1969-02-26,6143.0,4.11,3.79,0.14,351.0
712,Tekken 6,PS3,2009,Fighting,Namco Bandai Games,79.0,7.4,Namco Bandai Games,T,Masaharu Iwata,1966-10-26,6417.0,4.1,3.79,0.14,351.0
713,Tekken 6,PS3,2009,Fighting,Namco Bandai Games,79.0,7.4,Namco Bandai Games,T,Shinji Hosoe,1967-02-28,8140.0,3.97,3.79,0.14,351.0
714,Tekken 6,X360,2009,Fighting,Namco Bandai Games,80.0,7,Namco Bandai Games America, Namco Bandai Games,Go Shiina,1974-05-16,5252.0,4.17,3.79,0.14,351.0
715,Tekken 6,X360,2009,Fighting,Namco Bandai Games,80.0,7,Namco Bandai Games America, Namco Bandai Games,Hitoshi Sakimoto,1969-02-26,6143.0,4.11,3.79,0.14,351.0
716,Tekken 6,X360,2009,Fighting,Namco Bandai Games,80.0,7,Namco Bandai Games America, Namco Bandai Games,Masaharu Iwata,1966-10-26,6417.0,4.1,3.79,0.14,351.0
717,Tekken 6,X360,2009,Fighting,Namco Bandai Games,80.0,7,Namco Bandai Games America, Namco Bandai Games,Shinji Hosoe,1967-02-28,8140.0,3.97,3.79,0.14,351.0
