Soundtrack; Composer; Composer Birthday
Power Instinct; Shoji Meguro; 1971-06-04
Trauma Center; Shoji Meguro; 1971-06-04
13 Sentinels: Aegis Rim; Shoji Meguro; 1971-06-04
Abyss Odyssey; Shoji Meguro; 1971-06-04
Catherine; Shoji Meguro; 1971-06-04
Dragon's Crown; Shoji Meguro; 1971-06-04
Dungeon Explorer; Shoji Meguro; 1971-06-04
Hellnight; Shoji Meguro; 1971-06-04
Kartia: The Word of Fate; Shoji Meguro; 1971-06-04
Maken X; Shoji Meguro; 1971-06-04
Odin Sphere; Shoji Meguro; 1971-06-04
Oh My God!; Shoji Meguro; 1971-06-04
Princess Crown; Shoji Meguro; 1971-06-04
Radiant Historia; Shoji Meguro; 1971-06-04
Rockin' Kats; Shoji Meguro; 1971-06-04
Somer Assault; Shoji Meguro; 1971-06-04
The Karate Kid; Shoji Meguro; 1971-06-04
Tokyo Mono Hara Shi: Karasu no Mori Gakuen Kitan; Shoji Meguro; 1971-06-04
Digital Devil Story: Megami Tensei; Shoji Meguro; 1971-06-04
II; Shoji Meguro; 1971-06-04
Shin Megami Tensei; Shoji Meguro; 1971-06-04
II; Shoji Meguro; 1971-06-04
If...; Shoji Meguro; 1971-06-04
Nine; Shoji Meguro; 1971-06-04
Nocturne; Shoji Meguro; 1971-06-04
Imagine; Shoji Meguro; 1971-06-04
Strange Journey; Shoji Meguro; 1971-06-04
IV; Shoji Meguro; 1971-06-04
IV: Apocalypse; Shoji Meguro; 1971-06-04
V; Shoji Meguro; 1971-06-04
Devil Summoner; Shoji Meguro; 1971-06-04
Soul Hackers; Shoji Meguro; 1971-06-04
Raidou Kuzunoha vs. The Soulless Army; Shoji Meguro; 1971-06-04
2: Raidou Kuzunoha vs. King Abaddon; Shoji Meguro; 1971-06-04
Devil Survivor; Shoji Meguro; 1971-06-04
2; Shoji Meguro; 1971-06-04
Last Bible; Shoji Meguro; 1971-06-04
Majin Tensei; Shoji Meguro; 1971-06-04
Jack Bros.; Shoji Meguro; 1971-06-04
Persona; Shoji Meguro; 1971-06-04
Devil Children; Shoji Meguro; 1971-06-04
Digital Devil Saga; Shoji Meguro; 1971-06-04
Tokyo Mirage Sessions ♯FE; Shoji Meguro; 1971-06-04
Liberation Dx2; Shoji Meguro; 1971-06-04
additional music; Silas Hite; 1980-03-30
Smothered; Silas Hite; 1980-03-30
Love in the Time of Monsters; Silas Hite; 1980-03-30
Forever; Silas Hite; 1980-03-30
How To Make A Peanut Butter and Jelly Sandwich; Silas Hite; 1980-03-30
Scenes From The Evacuation; Silas Hite; 1980-03-30
Real Life H-O-R-S-E! With Dave Franco & DeAndre Jordan; Silas Hite; 1980-03-30
Robert Williams; Silas Hite; 1980-03-30
 Mr. Bitchin'; Silas Hite; 1980-03-30
Stoned Debates II: Highlights; Silas Hite; 1980-03-30
Stoned Debates II: Subway vs Quiznos; Silas Hite; 1980-03-30
Stoned Debates I: Is Marriage an Outdated Institution; Silas Hite; 1980-03-30
Stoned Debates I: Highlights; Silas Hite; 1980-03-30
The Record Breakers; Silas Hite; 1980-03-30
Ramona and Beezus; Silas Hite; 1980-03-30
Hopelessly in June; Silas Hite; 1980-03-30
The Invention of Dr. Nakamats; Silas Hite; 1980-03-30
Junkyard; Silas Hite; 1980-03-30
Circle of Eight; Silas Hite; 1980-03-30
Cloudy with a Chance of Meatballs; Silas Hite; 1980-03-30
Nick & Norah's Infinite Playlist; Silas Hite; 1980-03-30
Nothing but the Truth; Silas Hite; 1980-03-30
First Decent; Silas Hite; 1980-03-30
additional music; Silas Hite; 1980-03-30
7.9.13; Silas Hite; 1980-03-30
Weed Country; Silas Hite; 1980-03-30
Best Week Ever; Silas Hite; 1980-03-30
Big Texas Heat; Silas Hite; 1980-03-30
Brain Games; Silas Hite; 1980-03-30
Car Lot Rescue; Silas Hite; 1980-03-30
Gypsy Sisters Extra Bling; Silas Hite; 1980-03-30
Lords of War; Silas Hite; 1980-03-30
Pawn Stars; Silas Hite; 1980-03-30
Bid and Destroy; Silas Hite; 1980-03-30
Counting Cars; Silas Hite; 1980-03-30
Flipped Off; Silas Hite; 1980-03-30
Goldfathers; Silas Hite; 1980-03-30
NY Ink; Silas Hite; 1980-03-30
Celebrity House Hunting; Silas Hite; 1980-03-30
Flipping Out; Silas Hite; 1980-03-30
Extreme Makeover Home Edition; Silas Hite; 1980-03-30
Outrageous Kid Parties; Silas Hite; 1980-03-30
American Restoration; Silas Hite; 1980-03-30
Blue Mountain State; Silas Hite; 1980-03-30
Bud House; Silas Hite; 1980-03-30
Burn Notice; Silas Hite; 1980-03-30
Mater's Tall Tales; Silas Hite; 1980-03-30
Dance-A-Lot Robot; Silas Hite; 1980-03-30
Follow Me: The Search For The First MTV Twitter Jockey; Silas Hite; 1980-03-30
Bad Girls Club; Silas Hite; 1980-03-30
Sex News and Rock N Roll; Silas Hite; 1980-03-30
Shaggy & Scooby-Doo Get a Clue!; Silas Hite; 1980-03-30
All Grown Up!; Silas Hite; 1980-03-30
Eureka; Silas Hite; 1980-03-30
LAX; Silas Hite; 1980-03-30
Disaster Hero; Silas Hite; 1980-03-30
Skate 3; Silas Hite; 1980-03-30
Boom Blox Bash Party; Silas Hite; 1980-03-30
Mean Girls; Silas Hite; 1980-03-30
Boom Blox; Silas Hite; 1980-03-30
MySims; Silas Hite; 1980-03-30
The Simpsons Game; Silas Hite; 1980-03-30
Frogger: Ancient Shadow; Silas Hite; 1980-03-30
s; Silas Hite; 1980-03-30
The Sims 2; Silas Hite; 1980-03-30
The Sims Mobile; Silas Hite; 1980-03-30
Star Wars: Episode I – The Phantom Menace; Simon Gosling; n/a
Assistant prop maker; Simon Gosling; n/a
Les Visiteurs 2; Simon Gosling; n/a
Prosthetic technician; Simon Gosling; n/a
Band of Brothers; Simon Gosling; n/a
Miniature model maker; Simon Gosling; n/a
Dinotopia; Simon Gosling; n/a
Miniature Modeller; Simon Gosling; n/a
The Brothers Grimm; Simon Gosling; n/a
Prop Modeller; Simon Gosling; n/a
The Hitch Hikers Guide To The Galaxy; Simon Gosling; n/a
Prop Modeller; Simon Gosling; n/a
Stormbreaker; Simon Gosling; n/a
Electronic prop Modeller; Simon Gosling; n/a
Terry Pratchett's Hogfather; Simon Gosling; n/a
Prop Modeller; Simon Gosling; n/a
I Want Candy; Simon Gosling; n/a
Prop Modeller; Simon Gosling; n/a
Babylon A.D.; Simon Gosling; n/a
Prop Modeller; Simon Gosling; n/a
The Colour of Magic; Simon Gosling; n/a
Supervising Prop Modeller; Simon Gosling; n/a
Dread; Simon Gosling; n/a
 Special effects technician; Simon Gosling; n/a
Gulliver's Travels; Simon Gosling; n/a
Concept model maker; Simon Gosling; n/a
Captain America: The First Avenger; Simon Gosling; n/a
Prop Modeller; Simon Gosling; n/a
Prometheus; Simon Gosling; n/a
Prop Modeller; Simon Gosling; n/a
Snow White & the Huntsman; Simon Gosling; n/a
Prop Modeller; Simon Gosling; n/a
Fast & Furious 6; Simon Gosling; n/a
Prop Modeller; Simon Gosling; n/a
Jupiter Ascending; Simon Gosling; n/a
Prop Modeller; Simon Gosling; n/a
Kingsman: The Secret Service; Simon Gosling; n/a
Prop Modeller; Simon Gosling; n/a
Pan; Simon Gosling; n/a
Prop Modeller; Simon Gosling; n/a
Star Wars: The Force Awakens; Simon Gosling; n/a
Senior Prop Modeller; Simon Gosling; n/a
Genetic Species; Simon Ravn; n/a
Foundation; Simon Ravn; n/a
, ; Stephen Rippy; n/a
IGN; Stephen Rippy; n/a
Pop Quiz; Steve Kirk (composer); 1957-01-16
Steve Kirk Pop; Steve Kirk (composer); 1957-01-16
Voodoo Vince Original Soundtrack; Steve Kirk (composer); 1957-01-16
SC145 Stewart Copeland Signature; Stewart Copeland; 1952-07-16
Stewart Copeland Standard; Stewart Copeland; 1952-07-16
The Rhythmatist; Stewart Copeland; 1952-07-16
The Equalizer and Other Cliff Hangers; Stewart Copeland; 1952-07-16
The Leopard Son; Stewart Copeland; 1952-07-16
From Rumble Fish to Gridlock'd; Stewart Copeland; 1952-07-16
Orchestralli; Stewart Copeland; 1952-07-16
The Stewart Copeland Anthology; Stewart Copeland; 1952-07-16
Klark Kent: Music Madness from the Kinetic Kid; Stewart Copeland; 1952-07-16
Kollected Works; Stewart Copeland; 1952-07-16
Rumble Fish; Stewart Copeland; 1952-07-16
Out of Bounds; Stewart Copeland; 1952-07-16
Wall Street; Stewart Copeland; 1952-07-16
She's Having a Baby; Stewart Copeland; 1952-07-16
Talk Radio; Stewart Copeland; 1952-07-16
See No Evil, Hear No Evil; Stewart Copeland; 1952-07-16
The First Power; Stewart Copeland; 1952-07-16
Taking Care of Business; Stewart Copeland; 1952-07-16
Highlander II: The Quickening; Stewart Copeland; 1952-07-16
Riff Raff; Stewart Copeland; 1952-07-16
Wide Sargasso Sea; Stewart Copeland; 1952-07-16
Airborne; Stewart Copeland; 1952-07-16
Raining Stones; Stewart Copeland; 1952-07-16
Surviving the Game; Stewart Copeland; 1952-07-16
Rapa-Nui; Stewart Copeland; 1952-07-16
Fresh; Stewart Copeland; 1952-07-16
Silent Fall; Stewart Copeland; 1952-07-16
SubUrbia; Stewart Copeland; 1952-07-16
Gridlock'd; Stewart Copeland; 1952-07-16
Anna Karenina; Stewart Copeland; 1952-07-16
Four Days in September; Stewart Copeland; 1952-07-16
Good Burger; Stewart Copeland; 1952-07-16
Going All the Way; Stewart Copeland; 1952-07-16
Little Boy Blue; Stewart Copeland; 1952-07-16
Central Station; Stewart Copeland; 1952-07-16
West Beirut; Stewart Copeland; 1952-07-16
Simpatico; Stewart Copeland; 1952-07-16
She's All That; Stewart Copeland; 1952-07-16
3 Strikes; Stewart Copeland; 1952-07-16
Me, Myself & Irene; Stewart Copeland; 1952-07-16
Boys and Girls; Stewart Copeland; 1952-07-16
I Am David; Stewart Copeland; 1952-07-16
Riding the Bus with My Sister; Stewart Copeland; 1952-07-16
The Game Plan; Stewart Copeland; 1952-07-16
We Are Your Friends; Stewart Copeland; 1952-07-16
The Equalizer; Stewart Copeland; 1952-07-16
Star Wars: Droids; Stewart Copeland; 1952-07-16
Babylon 5 (Pilot); Stewart Copeland; 1952-07-16
The Leopard Son; Stewart Copeland; 1952-07-16
Nickelodeon's The Amanda Show; Stewart Copeland; 1952-07-16
Dead Like Me; Stewart Copeland; 1952-07-16
The Life and Times of Juniper Lee; Stewart Copeland; 1952-07-16
Spyro the Dragon; Stewart Copeland; 1952-07-16
Spyro 2: Ripto's Rage!; Stewart Copeland; 1952-07-16
Spyro: Year of the Dragon; Stewart Copeland; 1952-07-16
Alone in the Dark: The New Nightmare; Stewart Copeland; 1952-07-16
Spyro: Enter the Dragonfly; Stewart Copeland; 1952-07-16
Spyro Reignited Trilogy; Stewart Copeland; 1952-07-16
La Notte della Taranta; Stewart Copeland; 1952-07-16
Mr. Doubles; Stewart Copeland; 1952-07-16
Animal Logic; Stewart Copeland; 1952-07-16
Animal Logic II; Stewart Copeland; 1952-07-16
The Grand Pecking Order; Stewart Copeland; 1952-07-16
Gizmodrome; Stewart Copeland; 1952-07-16
Noah's Ark; Stewart Copeland; 1952-07-16
Outlandos d'Amour; Stewart Copeland; 1952-07-16
Reggatta de Blanc; Stewart Copeland; 1952-07-16
Zenyatta Mondatta; Stewart Copeland; 1952-07-16
Ghost in the Machine; Stewart Copeland; 1952-07-16
Synchronicity; Stewart Copeland; 1952-07-16
Live!; Stewart Copeland; 1952-07-16
Certifiable: Live in Buenos Aires; Stewart Copeland; 1952-07-16
Every Breath You Take: The Singles; Stewart Copeland; 1952-07-16
Greatest Hits; Stewart Copeland; 1952-07-16
Every Breath You Take: The Classics; Stewart Copeland; 1952-07-16
The Very Best of Sting & The Police; Stewart Copeland; 1952-07-16
The Police; Stewart Copeland; 1952-07-16
Six Pack; Stewart Copeland; 1952-07-16
Message in a Box: The Complete Recordings; Stewart Copeland; 1952-07-16
Strontium 90: Police Academy; Stewart Copeland; 1952-07-16
Brimstone & Treacle; Stewart Copeland; 1952-07-16
¡Policia!: A Tribute to the Police; Stewart Copeland; 1952-07-16
Everyone Stares; Stewart Copeland; 1952-07-16
Air Conditioning; Stewart Copeland; 1952-07-16
Second Album; Stewart Copeland; 1952-07-16
Phantasmagoria; Stewart Copeland; 1952-07-16
Air Cut; Stewart Copeland; 1952-07-16
Midnight Wire; Stewart Copeland; 1952-07-16
Airborne; Stewart Copeland; 1952-07-16
Lovechild; Stewart Copeland; 1952-07-16
North Star; Stewart Copeland; 1952-07-16
Live; Stewart Copeland; 1952-07-16
Live At The BBC; Stewart Copeland; 1952-07-16
Alive, 1990; Stewart Copeland; 1952-07-16
The Tea Party; Stuart Chatwood; 1969-10-22
Capitol Records demo; Stuart Chatwood; 1969-10-22
Splendor Solis; Stuart Chatwood; 1969-10-22
The Edges of Twilight; Stuart Chatwood; 1969-10-22
Alhambra; Stuart Chatwood; 1969-10-22
Transmission; Stuart Chatwood; 1969-10-22
Triptych; Stuart Chatwood; 1969-10-22
Live at the Enmore Theatre; Stuart Chatwood; 1969-10-22
Tangents: The Tea Party Collection; Stuart Chatwood; 1969-10-22
Illuminations; Stuart Chatwood; 1969-10-22
The Interzone Mantras; Stuart Chatwood; 1969-10-22
Seven Circles; Stuart Chatwood; 1969-10-22
Live from Australia; Stuart Chatwood; 1969-10-22
The Ocean at the End; Stuart Chatwood; 1969-10-22
Road Rash 3D; Stuart Chatwood; 1969-10-22
NHL 2002; Stuart Chatwood; 1969-10-22
Prince of Persia: The Sands of Time; Stuart Chatwood; 1969-10-22
Prince of Persia: Warrior Within; Stuart Chatwood; 1969-10-22
Prince of Persia: The Two Thrones; Stuart Chatwood; 1969-10-22
Battles of Prince of Persia; Stuart Chatwood; 1969-10-22
Prince of Persia: Revelations; Stuart Chatwood; 1969-10-22
Prince of Persia: Rival Swords; Stuart Chatwood; 1969-10-22
Prince of Persia: The Fallen King; Stuart Chatwood; 1969-10-22
Prince of Persia; Stuart Chatwood; 1969-10-22
Darkest Dungeon; Stuart Chatwood; 1969-10-22
Tangents: The Tea Party Collection; Stuart Chatwood; 1969-10-22
The Tea Party; Stuart Chatwood; 1969-10-22
Splendor Solis; Stuart Chatwood; 1969-10-22
The Edges of Twilight; Stuart Chatwood; 1969-10-22
Transmission; Stuart Chatwood; 1969-10-22
Triptych; Stuart Chatwood; 1969-10-22
The Interzone Mantras; Stuart Chatwood; 1969-10-22
Seven Circles; Stuart Chatwood; 1969-10-22
The Ocean at the End; Stuart Chatwood; 1969-10-22
Live at the Enmore Theatre; Stuart Chatwood; 1969-10-22
Live from Australia; Stuart Chatwood; 1969-10-22
Alhambra; Stuart Chatwood; 1969-10-22
Tangents: The Tea Party Collection; Stuart Chatwood; 1969-10-22
Capitol Records demo; Stuart Chatwood; 1969-10-22
Illuminations; Stuart Chatwood; 1969-10-22
Live: Intimate & Interactive; Stuart Chatwood; 1969-10-22
The Reformation Tour: Live in Australia; Stuart Chatwood; 1969-10-22
Live in Brisbane 2006; Stuart Chatwood; 1969-10-22
Live in Dublin; Stuart Chatwood; 1969-10-22
Live at the Enmore Theatre (film); Stuart Chatwood; 1969-10-22
Extase; Stéphane Picq; n/a
KULT: The Temple of Flying Saucers; Stéphane Picq; n/a
KGB; Stéphane Picq; n/a
Dune; Stéphane Picq; n/a
MegaRace; Stéphane Picq; n/a
Commander Blood; Stéphane Picq; n/a
Dragon Lore; Stéphane Picq; n/a
Lost Eden; Stéphane Picq; n/a
Atlantis: The Lost Tales; Stéphane Picq; n/a
Riverworld; Stéphane Picq; n/a
Water in Time and Space; Susumu Hirasawa; 1954-04-02
Audio File to Honor the Hunter; Susumu Hirasawa; 1954-04-02
Winter Sunlight Conversion Example; Susumu Hirasawa; 1954-04-02
Detonator Orgun 0; Susumu Hirasawa; 1954-04-02
Music Special; Susumu Hirasawa; 1954-04-02
Orgun; Susumu Hirasawa; 1954-04-02
Human Vision Special; Susumu Hirasawa; 1954-04-02
 [; Susumu Hirasawa; 1954-04-02
ja; Susumu Hirasawa; 1954-04-02
]; Susumu Hirasawa; 1954-04-02
Root of Spirit～ESSENCE OF HIRASAWA SOLO WORKS; Susumu Hirasawa; 1954-04-02
Music For Movies～World of Susumu Hirasawa Soundtracks; Susumu Hirasawa; 1954-04-02
HALDYN DOME; Susumu Hirasawa; 1954-04-02
Illegal Dumping; Susumu Hirasawa; 1954-04-02
HALDYN DOME; Susumu Hirasawa; 1954-04-02
PHONON 2553 VISION; Susumu Hirasawa; 1954-04-02
HALDYN DOME; Susumu Hirasawa; 1954-04-02
HALDYN DOME; Susumu Hirasawa; 1954-04-02
Near Future Never Come; Susumu Hirasawa; 1954-04-02
LIVE Byakkoya – White Tiger Field Memorial Package; Susumu Hirasawa; 1954-04-02
HALDYN DOME; Susumu Hirasawa; 1954-04-02
The Advent; Susumu Hirasawa; 1954-04-02
Berserk; Susumu Hirasawa; 1954-04-02
CHARITY ORIGINAL TAPE BY SUSUMU HIRASAWA; Susumu Hirasawa; 1954-04-02
Shōwa Kyōnen; Susumu Hirasawa; 1954-04-02
Big Body; Susumu Hirasawa; 1954-04-02
P-Model; Susumu Hirasawa; 1954-04-02
Perspective; Susumu Hirasawa; 1954-04-02
TECHNIQUE OF RELIEF; Susumu Hirasawa; 1954-04-02
Kami; Susumu Hirasawa; 1954-04-02
Shimo; Susumu Hirasawa; 1954-04-02
Water in Time and Space; Susumu Hirasawa; 1954-04-02
The Ghost in Science; Susumu Hirasawa; 1954-04-02
Virtual Rabbit; Susumu Hirasawa; 1954-04-02
Aurora; Susumu Hirasawa; 1954-04-02
Sim City; Susumu Hirasawa; 1954-04-02
Siren; Susumu Hirasawa; 1954-04-02
Technique of Relief; Susumu Hirasawa; 1954-04-02
Philosopher's Propeller; Susumu Hirasawa; 1954-04-02
Blue Limbo; Susumu Hirasawa; 1954-04-02
Byakkoya; Susumu Hirasawa; 1954-04-02
Planet Roll Call; Susumu Hirasawa; 1954-04-02
The Secret of the Flowers of Phenomenon; Susumu Hirasawa; 1954-04-02
The Man Climbing the Hologram; Susumu Hirasawa; 1954-04-02
Vistoron; Susumu Hirasawa; 1954-04-02
Gipnoza; Susumu Hirasawa; 1954-04-02
Kai=Kai; Susumu Hirasawa; 1954-04-02
Solar Ray; Susumu Hirasawa; 1954-04-02
Ash Crow; Susumu Hirasawa; 1954-04-02
In a Model Room; Susumu Hirasawa; 1954-04-02
Landsale; Susumu Hirasawa; 1954-04-02
Potpourri; Susumu Hirasawa; 1954-04-02
Perspective; Susumu Hirasawa; 1954-04-02
Another Game; Susumu Hirasawa; 1954-04-02
Karkador; Susumu Hirasawa; 1954-04-02
One Pattern; Susumu Hirasawa; 1954-04-02
P-Model; Susumu Hirasawa; 1954-04-02
Big Body; Susumu Hirasawa; 1954-04-02
Fune; Susumu Hirasawa; 1954-04-02
Electronic Tragedy/〜ENOLA; Susumu Hirasawa; 1954-04-02
Music Industrial Wastes〜P-MODEL OR DIE; Susumu Hirasawa; 1954-04-02
Scuba; Susumu Hirasawa; 1954-04-02
Pause; Susumu Hirasawa; 1954-04-02
The Way of Live; Susumu Hirasawa; 1954-04-02
Metal Gear Solid: Portable Ops; Takahiro Izutani; n/a
Yakuza 2; Takahiro Izutani; n/a
Wolf of the Battlefield: Commando 3; Takahiro Izutani; n/a
Metal Gear Solid 4: Guns of the Patriots; Takahiro Izutani; n/a
Ninja Blade; Takahiro Izutani; n/a
Otomedius G; Takahiro Izutani; n/a
Bayonetta; Takahiro Izutani; n/a
Metal Gear Solid: Peace Walker; Takahiro Izutani; n/a
The Eye of Judgment: Legends; Takahiro Izutani; n/a
Otomedius Excellent; Takahiro Izutani; n/a
Ace Combat: Assault Horizon; Takahiro Izutani; n/a
Shinobi 3D; Takahiro Izutani; n/a
Bayonetta 2; Takahiro Izutani; n/a
Blassreiter; Takahiro Izutani; n/a
ESWAT: City Under Siege; Takayuki Nakamura; 1967-07-19
Michael Jackson's Moonwalker; Takayuki Nakamura; 1967-07-19
Columns II; Takayuki Nakamura; 1967-07-19
Dick Tracy; Takayuki Nakamura; 1967-07-19
F1 Exhaust Note; Takayuki Nakamura; 1967-07-19
The GG Shinobi; Takayuki Nakamura; 1967-07-19
Streets of Rage; Takayuki Nakamura; 1967-07-19
Astérix; Takayuki Nakamura; 1967-07-19
Wally wo Sagase!; Takayuki Nakamura; 1967-07-19
Stadium Cross; Takayuki Nakamura; 1967-07-19
OutRunners; Takayuki Nakamura; 1967-07-19
Virtua Fighter; Takayuki Nakamura; 1967-07-19
Virtua Fighter 2; Takayuki Nakamura; 1967-07-19
Daytona USA; Takayuki Nakamura; 1967-07-19
Virtua Fighter Kids; Takayuki Nakamura; 1967-07-19
Virtua Fighter 3; Takayuki Nakamura; 1967-07-19
Tobal 2; Takayuki Nakamura; 1967-07-19
Ehrgeiz; Takayuki Nakamura; 1967-07-19
Fighting Fury; Takayuki Nakamura; 1967-07-19
Kengo: Master of Bushido; Takayuki Nakamura; 1967-07-19
Guilty Gear Petit; Takayuki Nakamura; 1967-07-19
Star Ocean: Blue Sphere; Takayuki Nakamura; 1967-07-19
Guilty Gear Petit 2; Takayuki Nakamura; 1967-07-19
Kabuki Warriors; Takayuki Nakamura; 1967-07-19
The King of Fighters EX: Neo Blood; Takayuki Nakamura; 1967-07-19
WWE Raw; Takayuki Nakamura; 1967-07-19
Kengo: Legacy of the Blade; Takayuki Nakamura; 1967-07-19
Xenosaga Episode I: Der Wille zur Macht; Takayuki Nakamura; 1967-07-19
Pride FC: Fighting Championships; Takayuki Nakamura; 1967-07-19
Tube Slider; Takayuki Nakamura; 1967-07-19
Naruto: Ninja Council; Takayuki Nakamura; 1967-07-19
WWE Raw 2; Takayuki Nakamura; 1967-07-19
Crouching Tiger, Hidden Dragon; Takayuki Nakamura; 1967-07-19
Custom Robo; Takayuki Nakamura; 1967-07-19
Kengo 3; Takayuki Nakamura; 1967-07-19
Pro Evolution Soccer 4; Takayuki Nakamura; 1967-07-19
Lumines; Takayuki Nakamura; 1967-07-19
Meteos; Takayuki Nakamura; 1967-07-19
Pro Evolution Soccer 5; Takayuki Nakamura; 1967-07-19
Ninety-Nine Nights; Takayuki Nakamura; 1967-07-19
Pro Evolution Soccer 6; Takayuki Nakamura; 1967-07-19
Alteil; Takayuki Nakamura; 1967-07-19
Every Extend Extra; Takayuki Nakamura; 1967-07-19
Lumines Live!; Takayuki Nakamura; 1967-07-19
Custom Robo Arena; Takayuki Nakamura; 1967-07-19
Gunpey DS; Takayuki Nakamura; 1967-07-19
JoJo's Bizarre Adventure: Phantom Blood; Takayuki Nakamura; 1967-07-19
Lumines II; Takayuki Nakamura; 1967-07-19
Lumines Plus; Takayuki Nakamura; 1967-07-19
Dynasty Warriors DS: Fighter's Battle; Takayuki Nakamura; 1967-07-19
Pro Evolution Soccer 2008; Takayuki Nakamura; 1967-07-19
Pro Evolution Soccer 2009; Takayuki Nakamura; 1967-07-19
Meteos Wars; Takayuki Nakamura; 1967-07-19
Lumines Supernova; Takayuki Nakamura; 1967-07-19
Peggle: Dual Shot; Takayuki Nakamura; 1967-07-19
Disney Stitch Jam; Takayuki Nakamura; 1967-07-19
Motto! Stitch! DS Rhythm de Rakugaki Daisakusen; Takayuki Nakamura; 1967-07-19
Dream Trigger 3D; Takayuki Nakamura; 1967-07-19
Rodea the Sky Soldier; Takayuki Nakamura; 1967-07-19
Birthdays The Beginning; Takayuki Nakamura; 1967-07-19
Axelay; Taro Kudo; n/a
Freshly-Picked Tingle's Rosy Rupeeland; Taro Kudo; n/a
Mario & Luigi: Superstar Saga; Taro Kudo; n/a
Super Castlevania IV; Taro Kudo; n/a
Castlevania: Circle of the Moon; Taro Kudo; n/a
Castlevania Chronicles; Taro Kudo; n/a
 ; Taro Kudo; n/a
Akumajō Dracula (X68000); Taro Kudo; n/a
Super Mario RPG; Taro Kudo; n/a
Moon: Remix RPG Adventure; Taro Kudo; n/a
UFO: A Day in the Life; Taro Kudo; n/a
Endonesia; Taro Kudo; n/a
Irozuki Tincle no Koi no Balloon Trip; Taro Kudo; n/a
Paper Mario: Sticker Star; Taro Kudo; n/a
Chibi-Robo! Zip Lash; Taro Kudo; n/a
Paper Mario: Color Splash; Taro Kudo; n/a
Flying Shark; Tatsuya Uemura; n/a
Tiger Heli; Tatsuya Uemura; n/a
Hellfire; Tatsuya Uemura; n/a
Twin Cobra; Tatsuya Uemura; n/a
Out Zone; Tatsuya Uemura; n/a
Dogyuun; Tatsuya Uemura; n/a
Zero Wing; Tatsuya Uemura; n/a
Highly Responsive to Prayers; Team Shanghai Alice; 1977-03-18
Story of Eastern Wonderland; Team Shanghai Alice; 1977-03-18
Phantasmagoria of Dim. Dream; Team Shanghai Alice; 1977-03-18
Lotus Land Story; Team Shanghai Alice; 1977-03-18
Mystic Square; Team Shanghai Alice; 1977-03-18
The Embodiment of Scarlet Devil; Team Shanghai Alice; 1977-03-18
Perfect Cherry Blossom; Team Shanghai Alice; 1977-03-18
Imperishable Night; Team Shanghai Alice; 1977-03-18
Immaterial and Missing Power; Team Shanghai Alice; 1977-03-18
Phantasmagoria of Flower View; Team Shanghai Alice; 1977-03-18
Shoot the Bullet; Team Shanghai Alice; 1977-03-18
Mountain of Faith; Team Shanghai Alice; 1977-03-18
Scarlet Weather Rhapsody; Team Shanghai Alice; 1977-03-18
Subterranean Animism; Team Shanghai Alice; 1977-03-18
Undefined Fantastic Object; Team Shanghai Alice; 1977-03-18
Touhou Hisōtensoku; Team Shanghai Alice; 1977-03-18
Double Spoiler ~ Touhou Bunkachou; Team Shanghai Alice; 1977-03-18
Fairy Wars; Team Shanghai Alice; 1977-03-18
Ten Desires; Team Shanghai Alice; 1977-03-18
Hopeless Masquerade; Team Shanghai Alice; 1977-03-18
Double Dealing Character; Team Shanghai Alice; 1977-03-18
Impossible Spell Card; Team Shanghai Alice; 1977-03-18
Gold Rush; Team Shanghai Alice; 1977-03-18
Urban Legend in Limbo; Team Shanghai Alice; 1977-03-18
Legacy of Lunatic Kingdom; Team Shanghai Alice; 1977-03-18
Antinomy of Common Flowers; Team Shanghai Alice; 1977-03-18
Hidden Star in Four Seasons; Team Shanghai Alice; 1977-03-18
Wily Beast and Weakest Creature; Team Shanghai Alice; 1977-03-18
Touhou Gōyoku Ibun; Team Shanghai Alice; 1977-03-18
Dolls in Pseudo Paradise; Team Shanghai Alice; 1977-03-18
Ghostly Field Club; Team Shanghai Alice; 1977-03-18
Changeability of Strange Dream; Team Shanghai Alice; 1977-03-18
Gensōkyoku Bassui; Team Shanghai Alice; 1977-03-18
Akyu's Untouched Score vol.1; Team Shanghai Alice; 1977-03-18
Retrospective 53 minutes; Team Shanghai Alice; 1977-03-18
Magical Astronomy; Team Shanghai Alice; 1977-03-18
Akyu's Untouched Score vol.2; Team Shanghai Alice; 1977-03-18
Akyu's Untouched Score vol.3; Team Shanghai Alice; 1977-03-18
Akyu's Untouched Score vol.4; Team Shanghai Alice; 1977-03-18
Akyu's Untouched Score vol.5; Team Shanghai Alice; 1977-03-18
Zenjinrui no Tenrakuroku; Team Shanghai Alice; 1977-03-18
Scarlet Weather Rhapsody; Team Shanghai Alice; 1977-03-18
Kakunetsu Zoushin Hisoutensoku; Team Shanghai Alice; 1977-03-18
Touhou Hisōtensoku; Team Shanghai Alice; 1977-03-18
Michi no Hana, Michi no Tabi; Team Shanghai Alice; 1977-03-18
Trojan Green Asteroid; Team Shanghai Alice; 1977-03-18
Neo-traditionalism in Japan; Team Shanghai Alice; 1977-03-18
Ankoku Nōgakushū - Shinkirō; Team Shanghai Alice; 1977-03-18
Hopeless Masquerade; Team Shanghai Alice; 1977-03-18
Shinpiteki Gakkyokushū: Usami Sumireko to Himitsu no Bushitsu; Team Shanghai Alice; 1977-03-18
