Soundtrack;Composer;Composer Birthday
Silent Fall;Stewart Copeland;1952-07-16
Suburbia;Stewart Copeland;1952-07-16
Gridlock'd;Stewart Copeland;1952-07-16
Anna Karenina;Stewart Copeland;1952-07-16
Four Days In September;Stewart Copeland;1952-07-16
Good Burger;Stewart Copeland;1952-07-16
Going All The Way;Stewart Copeland;1952-07-16
Little Boy Blue;Stewart Copeland;1952-07-16
Central Station;Stewart Copeland;1952-07-16
West Beirut;Stewart Copeland;1952-07-16
Simpatico;Stewart Copeland;1952-07-16
She's All That;Stewart Copeland;1952-07-16
3 Strikes;Stewart Copeland;1952-07-16
Me, Myself & Irene;Stewart Copeland;1952-07-16
Boys And Girls;Stewart Copeland;1952-07-16
I Am David;Stewart Copeland;1952-07-16
Riding The Bus With My Sister;Stewart Copeland;1952-07-16
The Game Plan;Stewart Copeland;1952-07-16
We Are Your Friends;Stewart Copeland;1952-07-16
The Equalizer;Stewart Copeland;1952-07-16
Star Wars: Droids;Stewart Copeland;1952-07-16
Babylon 5 (pilot);Stewart Copeland;1952-07-16
The Leopard Son;Stewart Copeland;1952-07-16
Nickelodeon's The Amanda Show;Stewart Copeland;1952-07-16
Dead Like Me;Stewart Copeland;1952-07-16
The Life And Times Of Juniper Lee;Stewart Copeland;1952-07-16
Spyro The Dragon;Stewart Copeland;1952-07-16
Spyro 2: Ripto's Rage!;Stewart Copeland;1952-07-16
Spyro: Year Of The Dragon;Stewart Copeland;1952-07-16
Alone In The Dark: The New Nightmare;Stewart Copeland;1952-07-16
Spyro: Enter The Dragonfly;Stewart Copeland;1952-07-16
Spyro Reignited Trilogy;Stewart Copeland;1952-07-16
La Notte Della Taranta;Stewart Copeland;1952-07-16
Mr. Doubles;Stewart Copeland;1952-07-16
Animal Logic;Stewart Copeland;1952-07-16
Animal Logic Ii;Stewart Copeland;1952-07-16
The Grand Pecking Order;Stewart Copeland;1952-07-16
Gizmodrome;Stewart Copeland;1952-07-16
Noah's Ark;Stewart Copeland;1952-07-16
Outlandos D'amour;Stewart Copeland;1952-07-16
Reggatta De Blanc;Stewart Copeland;1952-07-16
Zenyatta Mondatta;Stewart Copeland;1952-07-16
Ghost In The Machine;Stewart Copeland;1952-07-16
Synchronicity;Stewart Copeland;1952-07-16
Live!;Stewart Copeland;1952-07-16
Certifiable: Live In Buenos Aires;Stewart Copeland;1952-07-16
Every Breath You Take: The Singles;Stewart Copeland;1952-07-16
Greatest Hits;Stewart Copeland;1952-07-16
Every Breath You Take: The Classics;Stewart Copeland;1952-07-16
The Very Best Of Sting & The Police;Stewart Copeland;1952-07-16
The Police;Stewart Copeland;1952-07-16
Six Pack;Stewart Copeland;1952-07-16
Message In A Box: The Complete Recordings;Stewart Copeland;1952-07-16
Strontium 90: Police Academy;Stewart Copeland;1952-07-16
Brimstone & Treacle;Stewart Copeland;1952-07-16
Policia!: A Tribute To The Police;Stewart Copeland;1952-07-16
Everyone Stares;Stewart Copeland;1952-07-16
Air Conditioning;Stewart Copeland;1952-07-16
Second Album;Stewart Copeland;1952-07-16
Phantasmagoria;Stewart Copeland;1952-07-16
Air Cut;Stewart Copeland;1952-07-16
Midnight Wire;Stewart Copeland;1952-07-16
Airborne;Stewart Copeland;1952-07-16
Lovechild;Stewart Copeland;1952-07-16
North Star;Stewart Copeland;1952-07-16
Live;Stewart Copeland;1952-07-16
Live At The Bbc;Stewart Copeland;1952-07-16
Alive, 1990;Stewart Copeland;1952-07-16
The Tea Party;Stuart Chatwood;1969-10-22
Capitol Records Demo;Stuart Chatwood;1969-10-22
Splendor Solis;Stuart Chatwood;1969-10-22
The Edges Of Twilight;Stuart Chatwood;1969-10-22
Alhambra;Stuart Chatwood;1969-10-22
Transmission;Stuart Chatwood;1969-10-22
Triptych;Stuart Chatwood;1969-10-22
Live At The Enmore Theatre;Stuart Chatwood;1969-10-22
Tangents: The Tea Party Collection;Stuart Chatwood;1969-10-22
Illuminations;Stuart Chatwood;1969-10-22
The Interzone Mantras;Stuart Chatwood;1969-10-22
Seven Circles;Stuart Chatwood;1969-10-22
Live From Australia;Stuart Chatwood;1969-10-22
The Ocean At The End;Stuart Chatwood;1969-10-22
Road Rash 3d;Stuart Chatwood;1969-10-22
Nhl 2002;Stuart Chatwood;1969-10-22
Prince Of Persia: The Sands Of Time;Stuart Chatwood;1969-10-22
Prince Of Persia: Warrior Within;Stuart Chatwood;1969-10-22
Prince Of Persia: The Two Thrones;Stuart Chatwood;1969-10-22
Battles Of Prince Of Persia;Stuart Chatwood;1969-10-22
Prince Of Persia: Revelations;Stuart Chatwood;1969-10-22
Prince Of Persia: Rival Swords;Stuart Chatwood;1969-10-22
Prince Of Persia: The Fallen King;Stuart Chatwood;1969-10-22
Prince Of Persia;Stuart Chatwood;1969-10-22
Darkest Dungeon;Stuart Chatwood;1969-10-22
Tangents: The Tea Party Collection;Stuart Chatwood;1969-10-22
The Tea Party;Stuart Chatwood;1969-10-22
Splendor Solis;Stuart Chatwood;1969-10-22
The Edges Of Twilight;Stuart Chatwood;1969-10-22
Transmission;Stuart Chatwood;1969-10-22
Triptych;Stuart Chatwood;1969-10-22
The Interzone Mantras;Stuart Chatwood;1969-10-22
Seven Circles;Stuart Chatwood;1969-10-22
The Ocean At The End;Stuart Chatwood;1969-10-22
Live At The Enmore Theatre;Stuart Chatwood;1969-10-22
Live From Australia;Stuart Chatwood;1969-10-22
Alhambra;Stuart Chatwood;1969-10-22
Tangents: The Tea Party Collection;Stuart Chatwood;1969-10-22
Capitol Records Demo;Stuart Chatwood;1969-10-22
Illuminations;Stuart Chatwood;1969-10-22
Live: Intimate & Interactive;Stuart Chatwood;1969-10-22
The Reformation Tour: Live In Australia;Stuart Chatwood;1969-10-22
Live In Brisbane 2006;Stuart Chatwood;1969-10-22
Live In Dublin;Stuart Chatwood;1969-10-22
Live At The Enmore Theatre (film);Stuart Chatwood;1969-10-22
Extase;Stephane Picq;n/a
Kult: The Temple Of Flying Saucers;Stephane Picq;n/a
Kgb;Stephane Picq;n/a
Dune;Stephane Picq;n/a
Megarace;Stephane Picq;n/a
Commander Blood;Stephane Picq;n/a
Dragon Lore;Stephane Picq;n/a
Lost Eden;Stephane Picq;n/a
Atlantis: The Lost Tales;Stephane Picq;n/a
Riverworld;Stephane Picq;n/a
Water In Time And Space;Susumu Hirasawa;1954-04-02
Audio File To Honor The Hunter;Susumu Hirasawa;1954-04-02
Winter Sunlight Conversion Example;Susumu Hirasawa;1954-04-02
Detonator Orgun 0;Susumu Hirasawa;1954-04-02
Music Special;Susumu Hirasawa;1954-04-02
Orgun;Susumu Hirasawa;1954-04-02
Human Vision Special;Susumu Hirasawa;1954-04-02
Ja;Susumu Hirasawa;1954-04-02
Root Of Spirit;Susumu Hirasawa;1954-04-02
Haldyn Dome;Susumu Hirasawa;1954-04-02
Illegal Dumping;Susumu Hirasawa;1954-04-02
Haldyn Dome;Susumu Hirasawa;1954-04-02
Phonon 2553 Vision;Susumu Hirasawa;1954-04-02
Haldyn Dome;Susumu Hirasawa;1954-04-02
Haldyn Dome;Susumu Hirasawa;1954-04-02
Near Future Never Come;Susumu Hirasawa;1954-04-02
Live Byakkoya - White Tiger Field Memorial Package;Susumu Hirasawa;1954-04-02
Haldyn Dome;Susumu Hirasawa;1954-04-02
The Advent;Susumu Hirasawa;1954-04-02
Berserk;Susumu Hirasawa;1954-04-02
Charity Original Tape By Susumu Hirasawa;Susumu Hirasawa;1954-04-02
Showa Kyonen;Susumu Hirasawa;1954-04-02
Big Body;Susumu Hirasawa;1954-04-02
P-model;Susumu Hirasawa;1954-04-02
Perspective;Susumu Hirasawa;1954-04-02
Technique Of Relief;Susumu Hirasawa;1954-04-02
Kami;Susumu Hirasawa;1954-04-02
Shimo;Susumu Hirasawa;1954-04-02
Water In Time And Space;Susumu Hirasawa;1954-04-02
The Ghost In Science;Susumu Hirasawa;1954-04-02
Virtual Rabbit;Susumu Hirasawa;1954-04-02
Aurora;Susumu Hirasawa;1954-04-02
Sim City;Susumu Hirasawa;1954-04-02
Siren;Susumu Hirasawa;1954-04-02
Technique Of Relief;Susumu Hirasawa;1954-04-02
Philosopher's Propeller;Susumu Hirasawa;1954-04-02
Blue Limbo;Susumu Hirasawa;1954-04-02
Byakkoya;Susumu Hirasawa;1954-04-02
Planet Roll Call;Susumu Hirasawa;1954-04-02
The Secret Of The Flowers Of Phenomenon;Susumu Hirasawa;1954-04-02
The Man Climbing The Hologram;Susumu Hirasawa;1954-04-02
Vistoron;Susumu Hirasawa;1954-04-02
Gipnoza;Susumu Hirasawa;1954-04-02
Kai=kai;Susumu Hirasawa;1954-04-02
Solar Ray;Susumu Hirasawa;1954-04-02
Ash Crow;Susumu Hirasawa;1954-04-02
In A Model Room;Susumu Hirasawa;1954-04-02
Landsale;Susumu Hirasawa;1954-04-02
Potpourri;Susumu Hirasawa;1954-04-02
Perspective;Susumu Hirasawa;1954-04-02
Another Game;Susumu Hirasawa;1954-04-02
Karkador;Susumu Hirasawa;1954-04-02
One Pattern;Susumu Hirasawa;1954-04-02
P-model;Susumu Hirasawa;1954-04-02
Big Body;Susumu Hirasawa;1954-04-02
Fune;Susumu Hirasawa;1954-04-02
Electronic Tragedy/~enola;Susumu Hirasawa;1954-04-02
Music Industrial Wastes~p-model Or Die;Susumu Hirasawa;1954-04-02
Scuba;Susumu Hirasawa;1954-04-02
Pause;Susumu Hirasawa;1954-04-02
The Way Of Live;Susumu Hirasawa;1954-04-02
Metal Gear Solid: Portable Ops;Takahiro Izutani;n/a
Yakuza 2;Takahiro Izutani;n/a
Wolf Of The Battlefield: Commando 3;Takahiro Izutani;n/a
Metal Gear Solid 4: Guns Of The Patriots;Takahiro Izutani;n/a
Ninja Blade;Takahiro Izutani;n/a
Otomedius G;Takahiro Izutani;n/a
Bayonetta;Takahiro Izutani;n/a
Metal Gear Solid: Peace Walker;Takahiro Izutani;n/a
The Eye Of Judgment: Legends;Takahiro Izutani;n/a
Otomedius Excellent;Takahiro Izutani;n/a
Ace Combat: Assault Horizon;Takahiro Izutani;n/a
Shinobi 3d;Takahiro Izutani;n/a
Bayonetta 2;Takahiro Izutani;n/a
Blassreiter;Takahiro Izutani;n/a
Eswat: City Under Siege;Takayuki Nakamura;1967-07-19
Michael Jackson's Moonwalker;Takayuki Nakamura;1967-07-19
Columns Ii;Takayuki Nakamura;1967-07-19
Dick Tracy;Takayuki Nakamura;1967-07-19
F1 Exhaust Note;Takayuki Nakamura;1967-07-19
The Gg Shinobi;Takayuki Nakamura;1967-07-19
Streets Of Rage;Takayuki Nakamura;1967-07-19
Asterix;Takayuki Nakamura;1967-07-19
Wally Wo Sagase!;Takayuki Nakamura;1967-07-19
Stadium Cross;Takayuki Nakamura;1967-07-19
Outrunners;Takayuki Nakamura;1967-07-19
Virtua Fighter;Takayuki Nakamura;1967-07-19
Virtua Fighter 2;Takayuki Nakamura;1967-07-19
Daytona Usa;Takayuki Nakamura;1967-07-19
Virtua Fighter Kids;Takayuki Nakamura;1967-07-19
Virtua Fighter 3;Takayuki Nakamura;1967-07-19
Tobal 2;Takayuki Nakamura;1967-07-19
Ehrgeiz;Takayuki Nakamura;1967-07-19
Fighting Fury;Takayuki Nakamura;1967-07-19
Kengo: Master Of Bushido;Takayuki Nakamura;1967-07-19
Guilty Gear Petit;Takayuki Nakamura;1967-07-19
Star Ocean: Blue Sphere;Takayuki Nakamura;1967-07-19
Guilty Gear Petit 2;Takayuki Nakamura;1967-07-19
Kabuki Warriors;Takayuki Nakamura;1967-07-19
The King Of Fighters Ex: Neo Blood;Takayuki Nakamura;1967-07-19
Wwe Raw;Takayuki Nakamura;1967-07-19
Kengo: Legacy Of The Blade;Takayuki Nakamura;1967-07-19
Xenosaga Episode I: Der Wille Zur Macht;Takayuki Nakamura;1967-07-19
Pride Fc: Fighting Championships;Takayuki Nakamura;1967-07-19
Tube Slider;Takayuki Nakamura;1967-07-19
Naruto: Ninja Council;Takayuki Nakamura;1967-07-19
Wwe Raw 2;Takayuki Nakamura;1967-07-19
Crouching Tiger, Hidden Dragon;Takayuki Nakamura;1967-07-19
Custom Robo;Takayuki Nakamura;1967-07-19
Kengo 3;Takayuki Nakamura;1967-07-19
Pro Evolution Soccer 4;Takayuki Nakamura;1967-07-19
Lumines;Takayuki Nakamura;1967-07-19
Meteos;Takayuki Nakamura;1967-07-19
Pro Evolution Soccer 5;Takayuki Nakamura;1967-07-19
Ninety-nine Nights;Takayuki Nakamura;1967-07-19
Pro Evolution Soccer 6;Takayuki Nakamura;1967-07-19
Alteil;Takayuki Nakamura;1967-07-19
Every Extend Extra;Takayuki Nakamura;1967-07-19
Lumines Live!;Takayuki Nakamura;1967-07-19
Custom Robo Arena;Takayuki Nakamura;1967-07-19
Gunpey Ds;Takayuki Nakamura;1967-07-19
Jojo's Bizarre Adventure: Phantom Blood;Takayuki Nakamura;1967-07-19
Lumines Ii;Takayuki Nakamura;1967-07-19
Lumines Plus;Takayuki Nakamura;1967-07-19
Dynasty Warriors Ds: Fighter's Battle;Takayuki Nakamura;1967-07-19
Pro Evolution Soccer 2008;Takayuki Nakamura;1967-07-19
Pro Evolution Soccer 2009;Takayuki Nakamura;1967-07-19
Meteos Wars;Takayuki Nakamura;1967-07-19
Lumines Supernova;Takayuki Nakamura;1967-07-19
Peggle: Dual Shot;Takayuki Nakamura;1967-07-19
Disney Stitch Jam;Takayuki Nakamura;1967-07-19
Motto! Stitch! Ds Rhythm De Rakugaki Daisakusen;Takayuki Nakamura;1967-07-19
Dream Trigger 3d;Takayuki Nakamura;1967-07-19
Rodea The Sky Soldier;Takayuki Nakamura;1967-07-19
Birthdays The Beginning;Takayuki Nakamura;1967-07-19
Axelay;Taro Kudo;n/a
Freshly-picked Tingle's Rosy Rupeeland;Taro Kudo;n/a
Mario & Luigi: Superstar Saga;Taro Kudo;n/a
Super Castlevania Iv;Taro Kudo;n/a
Castlevania: Circle Of The Moon;Taro Kudo;n/a
Castlevania Chronicles;Taro Kudo;n/a
;Taro Kudo;n/a
Akumajo Dracula (x68000);Taro Kudo;n/a
Super Mario Rpg;Taro Kudo;n/a
Moon: Remix Rpg Adventure;Taro Kudo;n/a
Ufo: A Day In The Life;Taro Kudo;n/a
Endonesia;Taro Kudo;n/a
Irozuki Tincle No Koi No Balloon Trip;Taro Kudo;n/a
Paper Mario: Sticker Star;Taro Kudo;n/a
Chibi-robo! Zip Lash;Taro Kudo;n/a
Paper Mario: Color Splash;Taro Kudo;n/a
Flying Shark;Tatsuya Uemura;n/a
Tiger Heli;Tatsuya Uemura;n/a
Hellfire;Tatsuya Uemura;n/a
Twin Cobra;Tatsuya Uemura;n/a
Out Zone;Tatsuya Uemura;n/a
Dogyuun;Tatsuya Uemura;n/a
Zero Wing;Tatsuya Uemura;n/a
Highly Responsive To Prayers;Team Shanghai Alice;1977-03-18
Story Of Eastern Wonderland;Team Shanghai Alice;1977-03-18
Phantasmagoria Of Dim. Dream;Team Shanghai Alice;1977-03-18
Lotus Land Story;Team Shanghai Alice;1977-03-18
Mystic Square;Team Shanghai Alice;1977-03-18
The Embodiment Of Scarlet Devil;Team Shanghai Alice;1977-03-18
Perfect Cherry Blossom;Team Shanghai Alice;1977-03-18
Imperishable Night;Team Shanghai Alice;1977-03-18
Immaterial And Missing Power;Team Shanghai Alice;1977-03-18
Phantasmagoria Of Flower View;Team Shanghai Alice;1977-03-18
Shoot The Bullet;Team Shanghai Alice;1977-03-18
Mountain Of Faith;Team Shanghai Alice;1977-03-18
Scarlet Weather Rhapsody;Team Shanghai Alice;1977-03-18
Subterranean Animism;Team Shanghai Alice;1977-03-18
Undefined Fantastic Object;Team Shanghai Alice;1977-03-18
Touhou Hisotensoku;Team Shanghai Alice;1977-03-18
Double Spoiler ~ Touhou Bunkachou;Team Shanghai Alice;1977-03-18
Fairy Wars;Team Shanghai Alice;1977-03-18
Ten Desires;Team Shanghai Alice;1977-03-18
Hopeless Masquerade;Team Shanghai Alice;1977-03-18
Double Dealing Character;Team Shanghai Alice;1977-03-18
Impossible Spell Card;Team Shanghai Alice;1977-03-18
Gold Rush;Team Shanghai Alice;1977-03-18
Urban Legend In Limbo;Team Shanghai Alice;1977-03-18
Legacy Of Lunatic Kingdom;Team Shanghai Alice;1977-03-18
Antinomy Of Common Flowers;Team Shanghai Alice;1977-03-18
Hidden Star In Four Seasons;Team Shanghai Alice;1977-03-18
Wily Beast And Weakest Creature;Team Shanghai Alice;1977-03-18
Touhou Goyoku Ibun;Team Shanghai Alice;1977-03-18
Dolls In Pseudo Paradise;Team Shanghai Alice;1977-03-18
Ghostly Field Club;Team Shanghai Alice;1977-03-18
Changeability Of Strange Dream;Team Shanghai Alice;1977-03-18
Gensokyoku Bassui;Team Shanghai Alice;1977-03-18
Akyu's Untouched Score Vol.1;Team Shanghai Alice;1977-03-18
Retrospective 53 Minutes;Team Shanghai Alice;1977-03-18
Magical Astronomy;Team Shanghai Alice;1977-03-18
Akyu's Untouched Score Vol.2;Team Shanghai Alice;1977-03-18
Akyu's Untouched Score Vol.3;Team Shanghai Alice;1977-03-18
Akyu's Untouched Score Vol.4;Team Shanghai Alice;1977-03-18
Akyu's Untouched Score Vol.5;Team Shanghai Alice;1977-03-18
Zenjinrui No Tenrakuroku;Team Shanghai Alice;1977-03-18
Scarlet Weather Rhapsody;Team Shanghai Alice;1977-03-18
Kakunetsu Zoushin Hisoutensoku;Team Shanghai Alice;1977-03-18
Touhou Hisotensoku;Team Shanghai Alice;1977-03-18
Michi No Hana, Michi No Tabi;Team Shanghai Alice;1977-03-18
Trojan Green Asteroid;Team Shanghai Alice;1977-03-18
Neo-traditionalism In Japan;Team Shanghai Alice;1977-03-18
Ankoku Nogakushu - Shinkiro;Team Shanghai Alice;1977-03-18
Hopeless Masquerade;Team Shanghai Alice;1977-03-18
Shinpiteki Gakkyokushu: Usami Sumireko To Himitsu No Bushitsu;Team Shanghai Alice;1977-03-18
Urban Legend In Limbo;Team Shanghai Alice;1977-03-18
Dr.Latency's Freak Report;Team Shanghai Alice;1977-03-18
"Dateless Bar ""old Adam";Team Shanghai Alice;1977-03-18
Highly Responsive To Prayers;Team Shanghai Alice;1977-03-18
Story Of Eastern Wonderland;Team Shanghai Alice;1977-03-18
Phantasmagoria Of Dim.Dream;Team Shanghai Alice;1977-03-18
Lotus Land Story;Team Shanghai Alice;1977-03-18
Mystic Square;Team Shanghai Alice;1977-03-18
Shuusou Gyoku;Team Shanghai Alice;1977-03-18
Kioh Gyoku;Team Shanghai Alice;1977-03-18
Torte Le Magic;Team Shanghai Alice;1977-03-18
10 Carat Torte!;Team Shanghai Alice;1977-03-18
International League Soccer;Team Shanghai Alice;1977-03-18
Magic Pengel;Team Shanghai Alice;1977-03-18
Bujingai;Team Shanghai Alice;1977-03-18
Graffiti Kingdom;Team Shanghai Alice;1977-03-18
Exit;Team Shanghai Alice;1977-03-18
Curiosities Of Lotus Asia;Team Shanghai Alice;1977-03-18
Touhou Sangetsusei;Team Shanghai Alice;1977-03-18
Eastern And Little Nature Deity;Team Shanghai Alice;1977-03-18
Strange And Bright Nature Deity;Team Shanghai Alice;1977-03-18
Oriental Sacred Place;Team Shanghai Alice;1977-03-18
Visionary Fairies In Shrine;Team Shanghai Alice;1977-03-18
Bohemian Archive In Japanese Red;Team Shanghai Alice;1977-03-18
Perfect Memento In Strict Sense;Team Shanghai Alice;1977-03-18
Touhou Bogetsusho;Team Shanghai Alice;1977-03-18
Silent Sinner In Blue;Team Shanghai Alice;1977-03-18
Cage In Lunatic Runagate;Team Shanghai Alice;1977-03-18
Inaba Of The Moon And Inaba Of The Earth;Team Shanghai Alice;1977-03-18
The Grimoire Of Marisa;Team Shanghai Alice;1977-03-18
Magus In Mystic Geometries;Team Shanghai Alice;1977-03-18
Touhou Unreal Mahjong;Team Shanghai Alice;1977-03-18
The Dawn Of Touhou;Team Shanghai Alice;1977-03-18
The Embodiment Of Scarlet Devil;Team Shanghai Alice;1977-03-18
Perfect Cherry Blossom;Team Shanghai Alice;1977-03-18
Imperishable Night;Team Shanghai Alice;1977-03-18
Phantasmagoria Of Flower View;Team Shanghai Alice;1977-03-18
Mountain Of Faith;Team Shanghai Alice;1977-03-18
Subterranean Animism;Team Shanghai Alice;1977-03-18
Undefined Fantastic Object;Team Shanghai Alice;1977-03-18
Ten Desires;Team Shanghai Alice;1977-03-18
Double Dealing Character;Team Shanghai Alice;1977-03-18
Legacy Of Lunatic Kingdom;Team Shanghai Alice;1977-03-18
Hidden Star In Four Seasons;Team Shanghai Alice;1977-03-18
Immaterial And Missing Power;Team Shanghai Alice;1977-03-18
Scarlet Weather Rhapsody;Team Shanghai Alice;1977-03-18
Touhou Hisotensoku;Team Shanghai Alice;1977-03-18
Hopeless Masquerade;Team Shanghai Alice;1977-03-18
Urban Legend In Limbo;Team Shanghai Alice;1977-03-18
Antinomy Of Common Flowers;Team Shanghai Alice;1977-03-18
Shoot The Bullet;Team Shanghai Alice;1977-03-18
Double Spoiler;Team Shanghai Alice;1977-03-18
Fairy Wars;Team Shanghai Alice;1977-03-18
Impossible Spell Card;Team Shanghai Alice;1977-03-18
Violet Detector;Team Shanghai Alice;1977-03-18
Xzr: Hakai No Guzo;Tenpei Sato;n/a
Cyber City;Tenpei Sato;n/a
Valis Ii;Tenpei Sato;n/a
Emerald Dragon;Tenpei Sato;n/a
Vain Dream;Tenpei Sato;n/a
Alshark;Tenpei Sato;n/a
Cal;Tenpei Sato;n/a
Beast;Tenpei Sato;n/a
Cal Ii;Tenpei Sato;n/a
Task Force Harrier Ex;Tenpei Sato;n/a
Joker 2;Tenpei Sato;n/a
Beast 2;Tenpei Sato;n/a
Imperium;Tenpei Sato;n/a
Beast 3;Tenpei Sato;n/a
Red: The Adventurous Sequence;Tenpei Sato;n/a
Alvaleak Continent;Tenpei Sato;n/a
Alien Vs. Predator;Tenpei Sato;n/a
Shinseiki Odysselya;Tenpei Sato;n/a
Bible Master Ii: The Chaos Of Aglia;Tenpei Sato;n/a
Etemiburu: Tenjoumukyuu;Tenpei Sato;n/a
Magna Braban: Henreki No Yusha;Tenpei Sato;n/a
Alshark (sega Cd);Tenpei Sato;n/a
Super Street Basketball 2;Tenpei Sato;n/a
Eko Eko Azaraku: Wizard Of Darkness;Tenpei Sato;n/a
Hard Blow;Tenpei Sato;n/a
Cocktail Harmony;Tenpei Sato;n/a
Rhapsody: A Musical Adventure;Tenpei Sato;n/a
Combat Choro Q;Tenpei Sato;n/a
Little Princess: Puppet Princess Of Marl Kingdom;Tenpei Sato;n/a
Magnetic Power Microman: Generation 2000;Tenpei Sato;n/a
Brigandine: Grand Edition;Tenpei Sato;n/a
Real Pool;Tenpei Sato;n/a
Play It Pinball;Tenpei Sato;n/a
Angel's Present: Chronicles Of Marl Kingdom;Tenpei Sato;n/a
Gadget Racers;Tenpei Sato;n/a
Marl De Jigsaw;Tenpei Sato;n/a
La Pucelle: Tactics;Tenpei Sato;n/a
Marl Jong!!;Tenpei Sato;n/a
Disgaea: Hour Of Darkness;Tenpei Sato;n/a
The Conveni 3;Tenpei Sato;n/a
Baskelian;Tenpei Sato;n/a
Phantom Brave;Tenpei Sato;n/a
Gunslinger Girl Vol. 1;Tenpei Sato;n/a
Gunslinger Girl Vol. 2;Tenpei Sato;n/a
Gunslinger Girl Vol. 3;Tenpei Sato;n/a
Disgaea 2: Cursed Memories;Tenpei Sato;n/a
Numpla & Oekaki Puzzle;Tenpei Sato;n/a
Soul Nomad & The World Eaters;Tenpei Sato;n/a
Prinny: Can I Really Be The Hero?;Tenpei Sato;n/a
Disgaea 3: Absence Of Justice;Tenpei Sato;n/a
Disgaea Infinite;Tenpei Sato;n/a
Prinny 2: Dawn Of Operation Panties, Dood!;Tenpei Sato;n/a
Disgaea 4: A Promise Unforgotten;Tenpei Sato;n/a
Mugen Souls;Tenpei Sato;n/a
Disgaea D2: A Brighter Darkness;Tenpei Sato;n/a
Mugen Souls Z;Tenpei Sato;n/a
The Witch And The Hundred Knight;Tenpei Sato;n/a
Disgaea 5: Alliance Of Vengeance;Tenpei Sato;n/a
Makai Shin Trillion;Tenpei Sato;n/a
Meiq No Chika Ni Shisu;Tenpei Sato;n/a
Labyrinth Of Refrain: Coven Of Dusk;Tenpei Sato;n/a
Hour Of Darkness;Tenpei Sato;n/a
Disgaea 2;Tenpei Sato;n/a
Disgaea 3;Tenpei Sato;n/a
Disgaea 4;Tenpei Sato;n/a
D2: A Brighter Darkness;Tenpei Sato;n/a
Disgaea 5;Tenpei Sato;n/a
Makai Kingdom: Chronicles Of The Sacred Tome;Tenpei Sato;n/a
Prinny: Can I Really Be The Hero?;Tenpei Sato;n/a
Disgaea Infinite;Tenpei Sato;n/a
Prinny 2;Tenpei Sato;n/a
Makai Senki Disgaea;Tenpei Sato;n/a
Trillion: God Of Destruction;Tenpei Sato;n/a
Puggs In Space;Tim Wright;1967-07-31
Awesome;Tim Wright;1967-07-31
Carthage;Tim Wright;1967-07-31
Tentacle;Tim Wright;1967-07-31
The Killing Game Show;Tim Wright;1967-07-31
Lemmings;Tim Wright;1967-07-31
Shadow Of The Beast 2;Tim Wright;1967-07-31
Armour-geddon;Tim Wright;1967-07-31
Leander;Tim Wright;1967-07-31
Amnios;Tim Wright;1967-07-31
Powermonger;Tim Wright;1967-07-31
Lost Souls;Tim Wright;1967-07-31
Agony;Tim Wright;1967-07-31
Aquaventura;Tim Wright;1967-07-31
Shadow Of The Beast 3;Tim Wright;1967-07-31
Lemmings & Oh No! More Lemmings;Tim Wright;1967-07-31
Holiday Lemmings;Tim Wright;1967-07-31
Puggsy;Tim Wright;1967-07-31
Last Action Hero;Tim Wright;1967-07-31
Combat Air Patrol;Tim Wright;1967-07-31
Phoenix Rising;Tim Wright;1967-07-31
Sensible Soccer;Tim Wright;1967-07-31
Mary Shelley's Frankenstein;Tim Wright;1967-07-31
Bram Stoker's Dracula;Tim Wright;1967-07-31
Microcosm;Tim Wright;1967-07-31
No Escape;Tim Wright;1967-07-31
Mickey Mania;Tim Wright;1967-07-31
Magician's Castle;Tim Wright;1967-07-31
Wipeout;Tim Wright;1967-07-31
Flink;Tim Wright;1967-07-31
Wipeout 2097;Tim Wright;1967-07-31
Krazy Ivan;Tim Wright;1967-07-31
Formula One;Tim Wright;1967-07-31
Adidas Powersport Soccer;Tim Wright;1967-07-31
Chomper;Tim Wright;1967-07-31
Thunder Truck Rally;Tim Wright;1967-07-31
Codename: Tenka;Tim Wright;1967-07-31
Colony Wars;Tim Wright;1967-07-31
Brainless;Tim Wright;1967-07-31
Wipeout64;Tim Wright;1967-07-31
Music: Music Creation For The Playstation;Tim Wright;1967-07-31
Tellurian Defence;Tim Wright;1967-07-31
Music 2000 / Mtv Music Generator;Tim Wright;1967-07-31
Mtv Music Generator 2;Tim Wright;1967-07-31
Supertruck Racing;Tim Wright;1967-07-31
Pocket Music;Tim Wright;1967-07-31
Music 2002 Slinky Club Edition;Tim Wright;1967-07-31
Music 3000 / Funkmaster Flex's Digital Hitz Factory;Tim Wright;1967-07-31
Jet Set Willy;Tim Wright;1967-07-31
Wipeout Pure;Tim Wright;1967-07-31
Ring Factory;Tim Wright;1967-07-31
Dance Ejay 7;Tim Wright;1967-07-31
Hiphop Ejay 6;Tim Wright;1967-07-31
Techno Ejay 5;Tim Wright;1967-07-31
R&b Ejay 1;Tim Wright;1967-07-31
Ejay Virtual Music Studio;Tim Wright;1967-07-31
Sudoku;Tim Wright;1967-07-31
Tt Superbike Legends;Tim Wright;1967-07-31
Ejay Equality;Tim Wright;1967-07-31
Spellbound Party;Tim Wright;1967-07-31
Spellbound;Tim Wright;1967-07-31
Gravity Crash;Tim Wright;1967-07-31
Sonic & Sega All-stars Racing;Tim Wright;1967-07-31
